,word,count,genres,title_occurrence,%_occurrence,mean_rating,Unnamed: 0,index
23,mysterious,17,Animation,17,6.093189964157706,7.328586649626815,23.0,584.0
24,love,18,Animation,16,5.734767025089606,6.993102482053311,24.0,3433.0
25,film,16,Animation,15,5.376344086021505,6.429336754057601,25.0,2460.0
26,together,15,Animation,15,5.376344086021505,6.954059087792344,26.0,2969.0
27,living,14,Animation,14,5.017921146953405,6.982785089002086,27.0,1253.0
28,destroy,14,Animation,14,5.017921146953405,6.703973924067681,28.0,3248.0
0,war,197,War,154,39.38618925831202,6.990386519543015,0.0,2860.0
1,world,89,War,84,21.48337595907928,6.941255855083123,1.0,4415.0
2,army,83,War,61,15.601023017902811,6.92705695408207,2.0,3355.0
3,american,71,War,60,15.345268542199488,6.949688718853177,3.0,452.0
4,story,65,War,56,14.322250639386189,6.932170368382898,4.0,1062.0
5,life,60,War,54,13.81074168797954,6.927921954157053,5.0,973.0
6,german,78,War,50,12.78772378516624,6.881356434301637,6.0,3283.0
7,young,64,War,49,12.531969309462916,6.867139745714107,7.0,4090.0
8,british,70,War,45,11.508951406649617,6.891814433470241,8.0,2126.0
9,men,59,War,43,10.997442455242966,6.988001767509108,9.0,3271.0
10,new,55,War,42,10.74168797953964,6.856156624013492,10.0,410.0
11,get,46,War,38,9.718670076726342,6.875483929393053,11.0,3937.0
12,mission,45,War,36,9.207161125319692,6.947355721108411,12.0,2214.0
13,film,46,War,35,8.951406649616368,6.9730274060191615,13.0,3241.0
14,officer,36,War,35,8.951406649616368,6.939698768721758,14.0,1225.0
15,group,34,War,33,8.439897698209718,6.821674650553276,15.0,2404.0
16,time,37,War,33,8.439897698209718,7.076800105244447,16.0,4576.0
17,military,36,War,32,8.184143222506394,6.793335011527955,17.0,1477.0
18,captain,34,War,30,7.672634271099744,6.979768246559384,18.0,3381.0
19,own,31,War,29,7.41687979539642,6.900193980928396,19.0,2177.0
20,fight,28,War,28,7.161125319693094,6.806531861345093,20.0,4599.0
21,other,32,War,27,6.90537084398977,6.944875231942903,21.0,3595.0
22,battle,35,War,27,6.90537084398977,7.090512954731291,22.0,3707.0
23,family,35,War,27,6.90537084398977,6.954670575163074,23.0,876.0
24,soldiers,30,War,27,6.90537084398977,6.788106433312305,24.0,4264.0
25,man,30,War,27,6.90537084398977,6.823961711856941,25.0,2879.0
26,true,31,War,27,6.90537084398977,6.80492133482803,26.0,2926.0
27,civil,27,War,26,6.649616368286445,7.084881121347537,27.0,4321.0
28,lives,28,War,26,6.649616368286445,6.878915088158744,28.0,3000.0
29,colonel,30,War,25,6.3938618925831205,6.894433370921965,29.0,1010.0
30,japanese,34,War,25,6.3938618925831205,7.12983000824614,30.0,1076.0
31,vietnam,34,War,24,6.138107416879795,6.720555958286728,31.0,783.0
32,becomes,28,War,24,6.138107416879795,6.723173703490453,32.0,1056.0
33,years,29,War,23,5.882352941176471,7.040201872779869,33.0,7.0
34,wife,24,War,23,5.882352941176471,6.780360720336275,34.0,2786.0
35,secret,27,War,23,5.882352941176471,6.681358516356444,35.0,2085.0
36,sent,25,War,23,5.882352941176471,7.106308945613165,36.0,1704.0
37,death,23,War,22,5.626598465473146,6.782520136100168,37.0,2640.0
38,major,22,War,22,5.626598465473146,6.872200042013007,38.0,3597.0
39,ii,22,War,22,5.626598465473146,7.104808245478583,39.0,893.0
40,people,24,War,22,5.626598465473146,6.794949090640326,40.0,2461.0
41,it's,21,War,21,5.370843989769821,7.152032352135019,41.0,3623.0
42,french,36,War,21,5.370843989769821,6.87434642123378,42.0,2189.0
43,days,21,War,21,5.370843989769821,6.6769802292441405,43.0,4175.0
44,enemy,21,War,21,5.370843989769821,7.016477819573753,44.0,614.0
45,make,20,War,20,5.115089514066496,6.881665877223743,45.0,2392.0
46,falls,20,War,20,5.115089514066496,6.7772809526323,46.0,3764.0
47,small,22,War,20,5.115089514066496,6.737592769406033,47.0,1299.0
48,john,29,War,20,5.115089514066496,6.957591452081296,48.0,603.0
0,life,152,Biography,123,27.954545454545453,6.836566486922054,0.0,1158.0
1,story,93,Biography,86,19.545454545454547,6.842322020362804,1.0,1249.0
2,film,76,Biography,60,13.636363636363637,6.893100135087677,2.0,3808.0
3,new,62,Biography,54,12.272727272727272,6.905344440191755,3.0,500.0
4,young,60,Biography,53,12.045454545454543,6.774708084784495,4.0,4812.0
5,world,56,Biography,48,10.909090909090908,6.849288457581811,5.0,5196.0
6,true,49,Biography,47,10.681818181818182,6.824325154665258,6.0,3416.0
7,family,50,Biography,45,10.227272727272728,6.91629558292016,7.0,1054.0
8,war,49,Biography,44,10.0,6.8713420107284575,8.0,3359.0
9,career,45,Biography,43,9.772727272727272,6.7784397125642855,9.0,3757.0
10,years,52,Biography,43,9.772727272727272,7.008532355029939,10.0,9.0
11,own,47,Biography,40,9.090909090909092,6.970855292478442,11.0,2534.0
12,other,43,Biography,38,8.636363636363637,6.95135814541663,12.0,4218.0
13,become,43,Biography,36,8.181818181818182,6.916896994789228,13.0,253.0
14,american,37,Biography,33,7.5,7.027787299409381,14.0,541.0
15,man,36,Biography,33,7.5,6.785153705054065,15.0,3370.0
16,many,33,Biography,30,6.818181818181818,7.018840543487444,16.0,3321.0
17,wife,29,Biography,29,6.590909090909091,6.783417762004069,17.0,3268.0
18,movie,37,Biography,28,6.363636363636363,6.54590998917504,18.0,1247.0
19,death,29,Biography,27,6.136363636363637,6.781758874168192,19.0,3095.0
20,lives,31,Biography,27,6.136363636363637,7.164228048269541,20.0,3500.0
21,famous,29,Biography,27,6.136363636363637,6.931313987788093,21.0,3622.0
22,time,28,Biography,27,6.136363636363637,7.070967493236975,22.0,5412.0
23,people,28,Biography,26,5.909090909090909,6.917818575555755,23.0,2883.0
24,relationship,30,Biography,26,5.909090909090909,6.697415713764728,24.0,5111.0
25,much,27,Biography,25,5.681818181818182,6.784665511499932,25.0,414.0
26,meets,27,Biography,24,5.454545454545454,6.504448355733989,26.0,2636.0
27,marriage,25,Biography,24,5.454545454545454,6.760843671628219,27.0,2603.0
28,help,24,Biography,24,5.454545454545454,6.865735053193396,28.0,3962.0
29,end,26,Biography,24,5.454545454545454,6.70250071089098,29.0,5437.0
30,begins,23,Biography,23,5.227272727272728,7.037545677935781,30.0,1283.0
0,new,55,Sport,43,17.551020408163264,6.920320827673192,0.0,285.0
1,young,42,Sport,36,14.693877551020408,6.914561323046225,1.0,3026.0
2,get,41,Sport,33,13.46938775510204,6.697940628139658,2.0,2914.0
3,coach,34,Sport,32,13.06122448979592,6.77849674999397,3.0,1336.0
4,school,41,Sport,30,12.244897959183673,6.945287141324965,4.0,2000.0
5,high,39,Sport,30,12.244897959183673,7.144344638660155,5.0,1633.0
6,baseball,38,Sport,30,12.244897959183673,6.929493268415761,6.0,739.0
7,world,32,Sport,29,11.83673469387755,6.724152574139812,7.0,3251.0
8,life,39,Sport,29,11.83673469387755,6.931703555353891,8.0,685.0
9,football,40,Sport,28,11.428571428571429,6.816808438629274,9.0,2955.0
10,own,28,Sport,26,10.612244897959185,6.686696987320314,10.0,1566.0
11,he's,27,Sport,25,10.20408163265306,6.660097445798341,11.0,1068.0
12,first,26,Sport,24,9.79591836734694,6.9578061916783165,12.0,820.0
13,story,26,Sport,23,9.387755102040815,6.860480488229792,13.0,749.0
14,way,23,Sport,23,9.387755102040815,6.909711704727165,14.0,2687.0
15,former,22,Sport,22,8.979591836734693,6.762189536787423,15.0,894.0
16,star,21,Sport,21,8.571428571428571,6.329026257863166,16.0,2901.0
17,help,21,Sport,21,8.571428571428571,6.942576428028624,17.0,2484.0
18,other,20,Sport,20,8.16326530612245,6.830610258277107,18.0,2643.0
19,league,25,Sport,20,8.16326530612245,6.571452217262781,19.0,80.0
20,years,21,Sport,19,7.755102040816326,6.817685150026136,20.0,6.0
21,game,26,Sport,19,7.755102040816326,6.681045616002993,21.0,1323.0
22,big,22,Sport,18,7.346938775510204,6.887779937585925,22.0,3371.0
23,fight,23,Sport,18,7.346938775510204,7.04463969986538,23.0,3396.0
24,sports,21,Sport,17,6.938775510204081,7.036168273445288,24.0,2648.0
25,time,17,Sport,17,6.938775510204081,6.835410418661742,25.0,3384.0
26,man,19,Sport,17,6.938775510204081,6.966538040672305,26.0,2102.0
27,play,17,Sport,17,6.938775510204081,6.926995094720426,27.0,2641.0
28,it's,19,Sport,17,6.938775510204081,6.790498269928405,28.0,2668.0
29,race,24,Sport,16,6.530612244897959,6.974234098344408,29.0,101.0
30,film,18,Sport,16,6.530612244897959,7.089900445287246,30.0,2379.0
31,professional,16,Sport,16,6.530612244897959,6.463671749408765,31.0,281.0
32,great,18,Sport,16,6.530612244897959,7.166342797253965,32.0,721.0
33,decides,16,Sport,15,6.122448979591836,6.411000732954417,33.0,2973.0
34,relationship,15,Sport,14,5.714285714285714,6.372237260521997,34.0,3197.0
35,love,14,Sport,14,5.714285714285714,6.5544240785684265,35.0,3300.0
36,home,15,Sport,14,5.714285714285714,6.66327784981863,36.0,2626.0
37,champion,16,Sport,14,5.714285714285714,6.837664341511385,37.0,2498.0
38,father,19,Sport,14,5.714285714285714,6.717740901216603,38.0,348.0
39,college,17,Sport,14,5.714285714285714,6.975612654930903,39.0,1187.0
40,basketball,19,Sport,14,5.714285714285714,6.569529359400947,40.0,939.0
41,local,18,Sport,13,5.306122448979592,6.631092703623281,41.0,1225.0
42,players,15,Sport,13,5.306122448979592,7.294968365389549,42.0,197.0
43,owner,13,Sport,13,5.306122448979592,6.4473839042159415,43.0,881.0
44,losing,14,Sport,13,5.306122448979592,6.633615077024392,44.0,3061.0
45,last,13,Sport,13,5.306122448979592,6.382031520563985,45.0,263.0
46,major,13,Sport,13,5.306122448979592,6.310167670558657,46.0,2645.0
47,friends,13,Sport,13,5.306122448979592,6.9875983173214,47.0,2246.0
48,doesn't,17,Sport,13,5.306122448979592,7.019803796208652,48.0,2.0
0,love,125,Musical,88,23.71967654986523,6.6346677099663545,0.0,4971.0
1,young,77,Musical,69,18.598382749326145,6.701591677778383,1.0,4534.0
2,new,79,Musical,62,16.711590296495956,6.952856580082045,2.0,452.0
3,life,62,Musical,53,14.285714285714286,6.7854143546886085,3.0,1092.0
4,story,47,Musical,44,11.859838274932615,6.695493798014173,4.0,1193.0
5,family,53,Musical,43,11.590296495956874,6.745321615998404,5.0,968.0
6,finds,45,Musical,41,11.05121293800539,6.700957751602057,6.0,1501.0
7,musical,47,Musical,41,11.05121293800539,6.806356191714105,7.0,97.0
8,meets,44,Musical,41,11.05121293800539,6.540267394566701,8.0,2509.0
9,girl,39,Musical,38,10.242587601078167,6.6193471065057645,9.0,3298.0
10,tells,36,Musical,36,9.703504043126683,6.8211781066523685,10.0,56.0
11,falls,36,Musical,36,9.703504043126683,6.661473720942774,11.0,4192.0
12,time,41,Musical,35,9.433962264150944,6.8213042596160935,12.0,5089.0
13,other,39,Musical,34,9.164420485175205,6.864079586106826,13.0,3995.0
14,way,35,Musical,33,8.89487870619946,6.846828608144938,14.0,4055.0
15,first,34,Musical,32,8.625336927223719,6.7223811469225065,15.0,1304.0
16,make,37,Musical,32,8.625336927223719,6.776888196456726,16.0,2667.0
17,decides,35,Musical,29,7.816711590296496,6.740102992158381,17.0,4461.0
18,becomes,32,Musical,29,7.816711590296496,6.788985248047541,18.0,1180.0
19,man,35,Musical,29,7.816711590296496,6.667349309257617,19.0,3191.0
20,film,34,Musical,29,7.816711590296496,6.354564918205718,20.0,3604.0
21,day,31,Musical,28,7.547169811320755,6.667916340720395,21.0,2372.0
22,world,29,Musical,28,7.547169811320755,6.834905133776185,22.0,4902.0
23,home,29,Musical,28,7.547169811320755,6.638167344922094,23.0,3969.0
24,friends,28,Musical,26,7.008086253369272,7.023251215889037,24.0,3411.0
25,little,29,Musical,25,6.738544474393531,6.93481803705246,25.0,3452.0
26,old,29,Musical,25,6.738544474393531,6.69999236343051,26.0,2557.0
27,tries,23,Musical,23,6.199460916442049,6.6648119899018825,27.0,4684.0
28,live,24,Musical,23,6.199460916442049,7.005995412606722,28.0,4983.0
29,son,25,Musical,23,6.199460916442049,6.471591099659201,29.0,2654.0
30,own,27,Musical,23,6.199460916442049,6.7480417699376645,30.0,2416.0
31,fall,24,Musical,23,6.199460916442049,6.624429137891682,31.0,410.0
32,people,26,Musical,22,5.929919137466308,6.9009772808892045,32.0,2750.0
33,meet,23,Musical,22,5.929919137466308,6.639539161046971,33.0,2584.0
34,daughter,29,Musical,22,5.929919137466308,6.790611857797732,34.0,4348.0
35,show,28,Musical,22,5.929919137466308,6.925084308393108,35.0,1944.0
36,marriage,23,Musical,21,5.660377358490566,6.569487689597604,36.0,2481.0
37,wealthy,25,Musical,21,5.660377358490566,6.754138974145594,37.0,672.0
38,come,23,Musical,21,5.660377358490566,6.783822180927826,38.0,234.0
39,years,24,Musical,21,5.660377358490566,6.923077603151008,39.0,6.0
40,music,30,Musical,20,5.390835579514825,6.583658243285628,40.0,3214.0
41,money,28,Musical,20,5.390835579514825,6.822902333692058,41.0,1297.0
42,same,19,Musical,19,5.121293800539084,7.018831671996675,42.0,3184.0
0,new,171,Family,138,20.50520059435364,6.883255638761289,0.0,624.0
1,young,115,Family,107,15.898959881129272,6.83825804075621,1.0,6313.0
2,family,113,Family,85,12.63001485884101,6.919229992548121,2.0,1367.0
3,life,98,Family,80,11.887072808320951,6.884656428292298,3.0,1520.0
4,make,80,Family,70,10.401188707280832,6.6697140636868495,4.0,3733.0
5,friends,75,Family,69,10.25260029717682,6.861253501170356,5.0,4728.0
6,way,69,Family,67,9.955423476968797,6.875659470421046,6.0,5645.0
7,time,70,Family,64,9.50965824665676,6.772635283134434,7.0,7073.0
8,other,72,Family,62,9.212481426448736,6.9536759935887,8.0,5562.0
9,story,74,Family,60,8.915304606240714,6.723971825332328,9.0,1654.0
10,boy,66,Family,59,8.766716196136702,6.750653436888491,10.0,5358.0
11,little,64,Family,59,8.766716196136702,6.74470918354622,11.0,4789.0
12,it's,61,Family,54,8.023774145616642,6.754649602261505,12.0,5609.0
13,home,55,Family,52,7.726597325408618,6.682605916215412,13.0,5532.0
14,love,63,Family,51,7.578008915304606,6.730091826570038,14.0,6904.0
15,world,60,Family,50,7.429420505200595,6.8567201746531365,15.0,6807.0
16,girl,54,Family,50,7.429420505200595,6.744440611786679,16.0,4570.0
17,old,70,Family,50,7.429420505200595,6.883947284410818,17.0,3585.0
18,years,50,Family,48,7.132243684992571,6.887654443901664,18.0,7.0
19,evil,53,Family,48,7.132243684992571,6.648927118635071,19.0,3030.0
20,friend,51,Family,47,6.983655274888559,6.702495552176512,20.0,2978.0
21,live,48,Family,46,6.8350668647845465,6.781440600711168,21.0,6925.0
22,town,58,Family,44,6.537890044576523,6.690983197998734,22.0,3747.0
23,discovers,46,Family,42,6.240713224368499,6.752609931639057,23.0,6960.0
24,son,45,Family,40,5.943536404160476,6.603294036732474,24.0,3717.0
25,own,41,Family,40,5.943536404160476,6.850734297918102,25.0,3365.0
26,man,46,Family,38,5.646359583952452,6.740580159518111,26.0,4444.0
27,school,45,Family,38,5.646359583952452,6.905994745400678,27.0,4270.0
28,he's,49,Family,37,5.49777117384844,6.585365261705047,28.0,2336.0
29,big,38,Family,37,5.49777117384844,6.908138683151149,29.0,7032.0
30,things,38,Family,36,5.349182763744428,6.709993304243334,30.0,3088.0
31,come,40,Family,35,5.200594353640416,6.766402163757276,31.0,333.0
32,meet,37,Family,35,5.200594353640416,6.874847434550394,32.0,3629.0
33,tries,36,Family,34,5.052005943536404,6.755783578282303,33.0,6509.0
34,day,42,Family,34,5.052005943536404,6.773021704664528,34.0,3299.0
35,mother,36,Family,34,5.052005943536404,6.940692033718046,35.0,4176.0
0,town,84,Western,58,21.804511278195488,6.675777542453517,0.0,1746.0
1,man,43,Western,38,14.285714285714286,6.854841623354627,1.0,2083.0
2,new,48,Western,37,13.909774436090226,6.648034339693984,2.0,305.0
3,find,42,Western,37,13.909774436090226,6.602153856210999,3.0,659.0
4,old,38,Western,37,13.909774436090226,6.708250470859842,4.0,1675.0
5,life,39,Western,34,12.781954887218046,6.63015802345461,5.0,710.0
6,make,33,Western,32,12.030075187969924,6.634039910174409,6.0,1739.0
7,young,35,Western,31,11.654135338345863,6.674867621892209,7.0,2917.0
8,way,32,Western,30,11.278195488721805,6.817428208802761,8.0,2615.0
9,civil,28,Western,28,10.526315789473683,6.776455849816242,9.0,3073.0
10,get,29,Western,27,10.150375939849624,6.80129350582523,10.0,2836.0
11,gang,32,Western,25,9.398496240601505,6.706736178537255,11.0,180.0
12,time,31,Western,25,9.398496240601505,6.856234842285723,12.0,3253.0
13,own,24,Western,24,9.022556390977444,6.737228745658029,13.0,1579.0
14,men,29,Western,24,9.022556390977444,6.729857590536164,14.0,2355.0
15,years,26,Western,24,9.022556390977444,6.767799735884474,15.0,5.0
16,family,27,Western,24,9.022556390977444,6.562997329741332,16.0,639.0
17,war,29,Western,24,9.022556390977444,6.746530366165239,17.0,2074.0
18,indian,30,Western,23,8.646616541353383,6.815374208661607,18.0,3010.0
19,help,21,Western,21,7.894736842105263,6.684123519451122,19.0,2419.0
20,other,22,Western,20,7.518796992481203,6.716241848378272,20.0,2574.0
21,set,24,Western,20,7.518796992481203,6.63839436874638,21.0,2158.0
22,run,21,Western,20,7.518796992481203,6.724759499278807,22.0,676.0
23,train,27,Western,20,7.518796992481203,6.773456369918476,23.0,547.0
24,gold,24,Western,20,7.518796992481203,6.7116206037733805,24.0,217.0
25,wife,20,Western,19,7.142857142857143,6.882136876528174,25.0,2015.0
26,group,21,Western,19,7.142857142857143,6.697472310220166,26.0,1747.0
27,friend,20,Western,19,7.142857142857143,6.78498682630857,27.0,1404.0
28,local,25,Western,19,7.142857142857143,6.849165740453705,28.0,1257.0
29,john,26,Western,18,6.7669172932330826,6.736082932627025,29.0,434.0
30,daughter,20,Western,18,6.7669172932330826,6.614285725895512,30.0,2818.0
31,decides,17,Western,17,6.390977443609023,6.648380761151382,31.0,2890.0
32,meets,18,Western,17,6.390977443609023,6.778009946946923,32.0,1639.0
33,returns,17,Western,17,6.390977443609023,6.763067257674277,33.0,2553.0
34,small,19,Western,17,6.390977443609023,6.83745628630558,34.0,938.0
35,wild,19,Western,17,6.390977443609023,6.59020145466166,35.0,1391.0
36,woman,17,Western,17,6.390977443609023,6.236728667111596,36.0,2891.0
37,son,21,Western,17,6.390977443609023,6.868027756443891,37.0,1734.0
38,become,18,Western,16,6.015037593984962,6.628318159605586,38.0,160.0
39,love,18,Western,16,6.015037593984962,6.886007047081837,39.0,3180.0
40,story,17,Western,16,6.015037593984962,6.877113847830511,40.0,775.0
41,cattle,23,Western,16,6.015037593984962,6.980427274725116,41.0,2810.0
42,he's,19,Western,16,6.015037593984962,6.762594311752654,42.0,1086.0
43,mexican,16,Western,16,6.015037593984962,6.5981884928029455,43.0,2617.0
44,army,17,Western,16,6.015037593984962,6.553144240186722,44.0,2397.0
45,fight,17,Western,16,6.015037593984962,7.045849701053763,45.0,3265.0
46,home,15,Western,15,5.639097744360902,6.714197395103312,46.0,2555.0
47,tries,17,Western,14,5.2631578947368425,6.996851459478867,47.0,3011.0
48,order,14,Western,14,5.2631578947368425,6.468816716783936,48.0,478.0
49,texas,14,Western,14,5.2631578947368425,6.669503242567321,49.0,2370.0
50,arrives,15,Western,14,5.2631578947368425,6.742321046170942,50.0,1569.0
0,documentary,143,Documentary,139,22.31139646869984,6.74808143715863,0.0,2899.0
1,,124,Documentary,124,19.903691813804173,6.482667448281842,1.0,3129.0
2,film,109,Documentary,91,14.606741573033707,6.818107891842889,2.0,3537.0
3,life,75,Documentary,66,10.593900481540931,6.81932737701772,3.0,1056.0
4,new,78,Documentary,61,9.791332263242376,6.882612503958053,4.0,437.0
5,world,65,Documentary,53,8.507223113964686,6.710647895701353,5.0,4863.0
6,interviews,47,Documentary,46,7.38362760834671,6.551106932071062,6.0,1437.0
7,people,49,Documentary,45,7.223113964686998,6.770217055417699,7.0,2665.0
8,story,47,Documentary,44,7.062600321027287,6.759909495960582,8.0,1147.0
