,title,quote,ID,Year,Genre
125,a nightmare on elm street: the dream child,"... seven, eight, better stay awake. Nine, ten, he's back again.",tt0097981,1989,"Fantasy,Horror"
126,a nightmare on elm street: the dream child,"All right, Krueger... this time it's for keeps!",tt0097981,1989,"Fantasy,Horror"
127,a nightmare on elm street: the dream child,"Hey, Danny, better not dream and drive.",tt0097981,1989,"Fantasy,Horror"
128,a nightmare on elm street: the dream child,Nothing but the best for Greta!,tt0097981,1989,"Fantasy,Horror"
129,a nightmare on elm street: the dream child,Kids... always a disappointment.,tt0097981,1989,"Fantasy,Horror"
130,a nightmare on elm street: the dream child,Yee-haw! This boy feels the need for speed.,tt0097981,1989,"Fantasy,Horror"
131,a perfect world,"You know, Phillip, you have a goddamned red, white and blue American right to eat cotton candy and ride roller coasters.",tt0107808,1993,"Crime,Drama,Thriller"
132,a perfect world,You're a fucking crazy man.,tt0107808,1993,"Crime,Drama,Thriller"
133,a perfect world,I need me a time machine with a loud radio to take me where I'm going.,tt0107808,1993,"Crime,Drama,Thriller"
134,a serious man,Sy Ableman was a serious man.,tt1019452,2009,"Comedy,Drama"
135,a serious man,I feel like the carpet's been yanked out from under me.,tt1019452,2009,"Comedy,Drama"
136,a serious man,I don't want Santana Abraxis! I've just been in a terrible auto accident!,tt1019452,2009,"Comedy,Drama"
137,a walk to remember,"Our love is like the wind... I can't see it, but I sure can feel it.",tt0281358,2002,"Drama,Romance"
138,a walk to remember,All I know is... you're beautiful.,tt0281358,2002,"Drama,Romance"
139,above the law,"This maniac should be wearing a number, not a badge.",tt0094602,1988,"Action,Crime,Drama"
140,absolute power,"This person, they... they go in the front door, then they go out a window and down a rope in the middle of the night?  If I could do something like that, I'd be the star of my A.A.R.P. meetings.",tt0118548,1997,"Action,Crime,Drama"
141,absolute power,Your life could be a whole lot simpler if you could learn to operate a VCR.,tt0118548,1997,"Action,Crime,Drama"
142,absolute power,Do you know what it's like to be the only kid in the first grade who got to talk about visiting day?,tt0118548,1997,"Action,Crime,Drama"
143,absolute power,"Kate, he's on the run and he's scared. And he's right to be scared, 'cause he's gonna get caught. You don't know the heat on this.",tt0118548,1997,"Action,Crime,Drama"
144,absolute power,"Remember, tomorrow is promised to no one.",tt0118548,1997,"Action,Crime,Drama"
145,absolute power,"I'm your substitute driver tonight, Mr. Sullivan.",tt0118548,1997,"Action,Crime,Drama"
146,absolute power,"You work with your hands, don't you?",tt0118548,1997,"Action,Crime,Drama"
147,absolute power,"I'd been married to my Rebecca for forty-seven years. When she died, I decided I never wanted that pain again. One thing I knew about Christy, she was going to outlive me.",tt0118548,1997,"Action,Crime,Drama"
148,absolute power,"Miss Russell, I should've called the police that night but I was weak. You convinced me to stay silent. I regret that. Know this: every time I see your face, I wanna rip your throat out.",tt0118548,1997,"Action,Crime,Drama"
149,absolute power,"So, do you want my signed confession now, or after coffee?",tt0118548,1997,"Action,Crime,Drama"
150,affliction,"You will say that I should have known terrible things were about to happen. You will say that I was responsible. But even so, what could I have done by then? Wade lived on the edge of his emotions. He was always first to receive the brunt of our father's anger. He had no perspective to retreat to, even in a crisis.",tt0118564,1997,"Drama,Mystery,Thriller"
151,affliction,This is the story of my older brother's strange criminal behaviour and disappearance. We who loved him no longer speak of Wade. It's as if he never existed.,tt0118564,1997,"Drama,Mystery,Thriller"
152,affliction,Not a goddamn one of you is worth a hair on that good woman's head!,tt0118564,1997,"Drama,Mystery,Thriller"
153,affliction,"I've got sons, goddamn it! By God have I got sons!",tt0118564,1997,"Drama,Mystery,Thriller"
154,affliction,I think there's some dirty business going on in this town.,tt0118564,1997,"Drama,Mystery,Thriller"
155,affliction,Christ Sally! You are such a good person. Capital G! By God you are... you are so much better than I am. I am no goddamn good at all. And you... you are truly a good person. Like a fucking saint!,tt0118564,1997,"Drama,Mystery,Thriller"
156,affliction,"You know I get the feeling like a whipped dog some days. Some night I'm gonna bite back, I swear!",tt0118564,1997,"Drama,Mystery,Thriller"
157,affliction,You know she won't be here for a half hour. You think you can stand it here that long?,tt0118564,1997,"Drama,Mystery,Thriller"
158,affliction,That's what I love about this small town. Everyone knows everyone.,tt0118564,1997,"Drama,Mystery,Thriller"
159,after school special,"The male deposits his seed, and moves on. Probably to a younger, more desirable female. One who doesn't have any issues, whatever that means.",tt0302297,2003,Comedy
160,agnes of god,As much as God loves you,tt0088683,1985,"Drama,Mystery"
161,agnes of god,"I don't know the meaning behind the song she sang. Perhaps it was a song of seduction, and the father was a field hand. Perhaps the song was simply a lullaby she remembered from many years ago, and the father was hope, and love, and desire and a belief in miracles. I want to believe that she was blessed. And I do miss her. And I hope she's left something; some little part of herself with me. That would be miracle enough, wouldn't it?",tt0088683,1985,"Drama,Mystery"
162,agnes of god,As much as Mother Miriam loves me?,tt0088683,1985,"Drama,Mystery"
163,air force one,Liberty Two Four is changing call signs - Liberty Two Four is now Air Force One!,tt0118571,1997,"Action,Drama,Thriller"
164,air force one,". No matter what happens, we land this aircraft is that understood?",tt0118571,1997,"Action,Drama,Thriller"
165,air force one,"Mr. President, welcome aboard, sir!",tt0118571,1997,"Action,Drama,Thriller"
166,air force one,How the hell did they get Air Force One?,tt0118571,1997,"Action,Drama,Thriller"
167,airplane ii: the sequel,"I'm gonna go get Ted, just don't fall apart on me now!",tt0083530,1982,"Comedy,Sci-Fi"
168,aladdin,"We just keep running into each other, don't we, street rat?",tt0103639,1992,"Adventure,Animation,Comedy"
169,aladdin,"You know Al, I'm getting really -  I don't think you're him.",tt0103639,1992,"Adventure,Animation,Comedy"
170,aladdin,"Oooooh, nice shot, Jafa-",tt0103639,1992,"Adventure,Animation,Comedy"
171,aladdin,"You've heard of the golden rule, haven't you? Whoever has the gold makes the rules.",tt0103639,1992,"Adventure,Animation,Comedy"
172,aladdin,Who disturbs my slumber?,tt0103639,1992,"Adventure,Animation,Comedy"
173,aladdin,"Ladies and gentlemen, a warm Agrabah welcome for Sorceror Jafar!",tt0103639,1992,"Adventure,Animation,Comedy"
174,aladdin,"Look at that, Abu. It's not everyday you see a horse with two rear ends.",tt0103639,1992,"Adventure,Animation,Comedy"
175,aladdin,"You're speechless, I see. A fine quality in a wife.",tt0103639,1992,"Adventure,Animation,Comedy"
176,aladdin,I don't know where she gets it from. Her mother wasn't nearly so picky.,tt0103639,1992,"Adventure,Animation,Comedy"
177,ali,"Don King talks black, lives white and thinks green.",tt0248667,2001,"Biography,Drama,Sport"
178,ali,"Float like a butterfly, sting like a bee His hands can't hit what his eyes can't see.",tt0248667,2001,"Biography,Drama,Sport"
179,ali,"What's my name? What's my name, motherfucker!",tt0248667,2001,"Biography,Drama,Sport"
180,ali,"I ain't draft dodging. I ain't burning no flag. I ain't running to Canada. I'm staying right here. You want to send me to jail? Fine, you go right ahead. I've been in jail for 400 years. I could be there for 4 or 5 more, but I ain't going no 10,000 miles to help murder and kill other poor people. If I want to die, I'll die right here, right now, fightin' you, if I want to die. You my enemy, not no Chinese, no Vietcong, no Japanese. You my opposer when I want freedom. You my opposer when I want justice. You my opposer when I want equality. Want me to go somewhere and fight for you? You won't even stand up for me right here in America, for my rights and my religious beliefs. You won't even stand up for my right here at home.",tt0248667,2001,"Biography,Drama,Sport"
181,ali,"I'm the only normal one left around here. I'm a black Jew, I'm half drunk and I cant read.",tt0248667,2001,"Biography,Drama,Sport"
182,ali,Ain't no Vietcong ever called me nigger.,tt0248667,2001,"Biography,Drama,Sport"
183,ali,You look like the heavyweight champion of pimps.,tt0248667,2001,"Biography,Drama,Sport"
184,ali,"I'm gonna give 1000 dollars to the man who brings me Howard Cosell's toupee, dead or alive.",tt0248667,2001,"Biography,Drama,Sport"
185,alien,I found it. Just short of Zeta II Reticuli. We haven't reached the Outer Rim yet.,tt0078748,1979,"Horror,Sci-Fi"
186,alien,"This is commercial towing vehicle Nostromo out of the Solomons, registration number 1-8-0-niner-2-4-6-0-niner. Calling Antarctica traffic control. Do you read me? Over.",tt0078748,1979,"Horror,Sci-Fi"
187,alien nation,Your mother mates out of season.,tt0094631,1988,"Action,Sci-Fi"
188,alien nation,"If the drug is here, we must destroy it!",tt0094631,1988,"Action,Sci-Fi"
189,alien nation,"It is like your name... Sykes. I'm sure it doesn't bother you at all that it sounds like ""ss'ai k'ss,"" two words in my language which mean ""excrement"" and ""cranium.""  Shithead.",tt0094631,1988,"Action,Sci-Fi"
190,aliens,"We'd better get back, 'cause it'll be dark soon, and they mostly come at night... mostly.",tt0090605,1986,"Action,Adventure,Sci-Fi"
191,aliens,"Hey, maybe you haven't been keeping up on current events, but we just got our asses kicked, pal!",tt0090605,1986,"Action,Adventure,Sci-Fi"
192,aliens,"In nineteen minutes, this area's gonna be a cloud of vapor the size of Nebraska.",tt0090605,1986,"Action,Adventure,Sci-Fi"
193,aliens,"You always were an asshole, Gorman!",tt0090605,1986,"Action,Adventure,Sci-Fi"
194,aliens,Maybe we got 'em demoralized.,tt0090605,1986,"Action,Adventure,Sci-Fi"
195,aliens,Outstanding. Now all we need is a deck of cards.,tt0090605,1986,"Action,Adventure,Sci-Fi"
196,aliens,"You know, Burke, I don't know which species is worse. You don't see them fucking each other over for a goddamn percentage.",tt0090605,1986,"Action,Adventure,Sci-Fi"
197,aliens,"Hey, Hicks. Man, you look just like I feel.",tt0090605,1986,"Action,Adventure,Sci-Fi"
198,aliens,"Bio-readouts are all in the green, looks like she's alive. Well, there goes our salvage, guys.",tt0090605,1986,"Action,Adventure,Sci-Fi"
199,aliens,"""Surgically removed before embryo implantation. Subject: Marachek, John J., died during the procedure."" They killed him taking it off.",tt0090605,1986,"Action,Adventure,Sci-Fi"
200,aliens,Stop your grinnin' and drop your linen!,tt0090605,1986,"Action,Adventure,Sci-Fi"
201,aliens,"I guess she don't like the cornbread, either.",tt0090605,1986,"Action,Adventure,Sci-Fi"
202,aliens,"Hudson, run a bypass.",tt0090605,1986,"Action,Adventure,Sci-Fi"
203,all about eve,"This beats all records for running, standing or jumping gall.",tt0042192,1950,Drama
204,all about eve,What a story! Everything but the bloodhounds snappin' at her rear end.,tt0042192,1950,Drama
205,all about eve,"There never was, and there never will be, another like you.",tt0042192,1950,Drama
206,all about eve,Peace and quiet is for libraries!,tt0042192,1950,Drama
207,all about eve,"Nice speech, Eve. But I wouldn't worry too much about your heart. You can always put that award where your heart ought to be.",tt0042192,1950,Drama
208,all about eve,The bed looks like a dead animal act.,tt0042192,1950,Drama
