,id,name,price,descr_short,descr_full,imagen,brand,features
10,lbt_11,Tripel Karmeliet 33 cl.,2.5,Tripel,"Cerveza de estilo Belgian Tripel con 8.4% ABV. De color amarillo oro, contiene tres cereales: cebada, avena y trigo. El aroma complejo herbáceo y especiado, cítrico, albaricoque, y notas de especias (clavo). El sabor es herbáceo, especiado y cremoso.",https://www.labirratorium.com/81-large_default/tripel-karmeliet33.jpg,Brouwerij Bosteels (AB InBev),"{'Origen': 'Bélgica', '% Alc.': '8.4\nALTO (6-9%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada, Avena y Trigo', 'IBU': '0-25 Amargor bajo\n16', 'Color': 'Amarillo pálido', 'Envase': 'Botella'}"
11,lbt_12,Weihenstephaner Vitus,2.8,Weizenbock,Cerveza refrescante de trigo fuerte y aromática considerada una de las mejores del mundo en su estilo.,https://www.labirratorium.com/43-large_default/weihenstephaner-vitus.jpg,Weihenstephan,"{'Estilo': 'TRIGO ALEMÁN (WEIZENDOPPELBOCK)', 'Origen': 'Alemania', '% Alc.': '7,7\nALTO (6-9%)', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Trigo y Cebada', 'IBU': '0-25 Amargor bajo', 'Color': 'Amarillo dorado', 'Envase': 'Botella'}"
12,lbt_13,Anchor Porter,2.95,Porter,"Cerveza negra, cremosa, con aromas a chocolate, café y caramelo. ",https://www.labirratorium.com/41-large_default/anchor-porter.jpg,Anchor Brewing Company (Sapporo),"{'Estilo': 'AMERICAN PORTER', 'Origen': 'Estados Unidos', '% Alc.': '5,6\nMEDIO (4-6%)', 'Volumen (cl)': '35.5 Cl', 'Tipo Fermentación': 'Ale', 'Maltas': '2-Row Pale. Caramelo, Chocolate, Black', 'Lúpulos': 'Northern Brewer', 'IBU': '0-25 Amargor bajo\n20', 'Color': 'Negro', 'Envase': 'Botella'}"
13,lbt_14,"Blaugies / Hill Farmstead La Vermontoise 37,5 cl.",6.6,Saison,Saison de 6% ABV elaborada con lúpulo Amarillo. ,https://www.labirratorium.com/21794-large_default/la-vermontoise-75cl-hill-farmsteadblaugies.jpg,Blaugies,"{'Estilo': 'SAISON / FARMHOUSE ALE', 'Origen': 'Bélgica / EEUU', '% Alc.': '6\nMEDIO (4-6%)', 'Volumen (cl)': '37.5 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada y Trigo', 'Lúpulos': 'Amarillo', 'IBU': '25-50 Amargor medio', 'Color': 'Amarillo dorado', 'Envase': 'Botella'}"
14,lbt_15,Oud Beersel Oude Kriek Vieille 75cl,14.95,Lambik / Kriek,"Oud Beersel Oude Kriek es una cerveza artesana de Lambic. Oud Beersel madurada en viejas barriles de madera y elaborada con guindas naturales. Las cerezas vienen absortas lentamente en el Lambic, en este modo se desarrolla una cerveza de carácter afrutado y de color rojo rubí.",https://www.labirratorium.com/620-large_default/oud-beersel-kriek75.jpg,Oud Beersel,"{'Estilo': 'KRIEK', 'Origen': 'Belgica', '% Alc.': '6\nMEDIO (4-6%)', 'Otros ingredientes': 'Cerezas', 'Volumen (cl)': '75', 'Tipo Fermentación': 'Lambic (Fermentación espontánea o salvaje)', 'Maltas': 'Cebada y Trigo', 'IBU': '0-25 Amargor bajo', 'Color': 'Rojiza', 'Envase': 'Botella'}"
15,lbt_16,"Boon Oude Geuze Boon 37,5 cl.",5.15,Lambic / Gueuze,"Cerveza de fermentación espontánea de estilo Gueze con 7% ABV elaborada con una mezcla de 90% de cerveza Lambic de 18 meses, 5% de cerveza Lambic de 3 años y 5% de cerveza Lambic joven. Envejecida posteriormente en barricas de roble, con una segunda fermentación en botella.",https://www.labirratorium.com/618-large_default/boon-oude-gueze-375.jpg,Brouwerij F. Boon,"{'Estilo': 'GUEUZE', 'Origen': 'Bélgica', '% Alc.': '7\nALTO (6-9%)', 'Volumen (cl)': '37.5 Cl', 'Tipo Fermentación': 'Lambic (Fermentación espontánea o salvaje)', 'Maltas': 'Cebada y Trigo', 'IBU': '0-25 Amargor bajo', 'Color': 'Amarillo dorado', 'Envase': 'Botella'}"
16,lbt_17,Weihenstephaner Korbinian,2.95,Doppelbock,"Cerveza de estilo alemán Doppelbock de  color oscuro, con aromas a maltas, frutos secos y toques dulces. Con mucho cuerpo y fuerte.",https://www.labirratorium.com/365-large_default/weihenstephaner-korbinian.jpg,Weihenstephan,"{'Estilo': 'DOPPELBOCK', 'Origen': 'Alemania', '% Alc.': '7.4\nALTO (6-9%)', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'Maltas': 'Cebada', 'IBU': '25-50 Amargor medio\n32', 'Color': 'Marrón', 'Envase': 'Botella'}"
17,lbt_18,Aecht Schlenkerla Rauchbier Märzen,2.4,Rauchbier / Mazen,"Rauchbier (cerveza ahumada) de estilo Marzen de 5.1% ABV. Cerveza de color oscuro, con aromas muy marcados a ahumados, sabor ligeramente salino, un poco amarga y final seco.",https://www.labirratorium.com/12653-large_default/schlenkerla-rauchbier-marzen.jpg,Brauerei Heller,"{'Estilo': 'RAUCHBIER', 'Origen': 'Alemania', '% Alc.': '5.1\nMEDIO (4-6%)', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'IBU': '25-50 Amargor medio', 'Color': 'Marrón', 'Envase': 'Botella'}"
18,lbt_19,Samuel Smith Imperial Stout,3.3,Imperial Stout,"Cerveza de color marrón muy oscuro, muy cremosa con espuma persistente, aromas a chocolate, café y tostados. Retrogusto dulce",https://www.labirratorium.com/131-large_default/samuel-smiths-imperial-stout.jpg,Samuel Smith,"{'Estilo': 'IMPERIAL STOUT', 'Origen': 'Inglaterra', '% Alc.': '7\nALTO (6-9%)', 'Volumen (cl)': '35.5 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'IBU': '0-25 Amargor bajo', 'Color': 'Negro', 'Envase': 'Botella'}"
19,lbt_20,Westmalle Tripel,2.75,Tripel,"Cerveza Trapista belga con 9% ABV de color oro líquido, aroma a frutas verdes y levadura. Sabor dulce y afrutado con toques ácidos y equilibrio entre amargo y seco.",https://www.labirratorium.com/103-large_default/westmalle-tripel.jpg,Van Westmalle,"{'Estilo': 'TRIPEL', 'Origen': 'Bélgica', '% Alc.': '9\nALTO (6-9%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '0-25 Amargor bajo\n25-50 Amargor medio\n36', 'Color': 'Amarillo dorado', 'Envase': 'Botella'}"
20,lbt_21,Chimay Azul Grande Réserve 75cl,7.55,Belgian Strong Ale,"Cerveza fuerte de abadía, de color oscuro, Afrutada, dulce y muy compleja, a ciruelas, pasas, caramelo y tostados.",https://www.labirratorium.com/67-large_default/chimay-azul-grande-reserve.jpg,Chimay,"{'Estilo': 'BELGIAN DARK STRONG ALE', 'Origen': 'Bélgica\nBélgica', '% Alc.': '9\nALTO (6-9%)', 'Volumen (cl)': '75 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '25-50 Amargor medio\n35', 'Color': 'Marrón', 'Envase': 'Botella'}"
21,lbt_22,Lindemans Framboise 25 cl.,2.4,Lambic / Framboise,"Cerveza de fermentación espontánea y con frambuesa añadida. De color rojizo, aroma a frambuesa y en boca dulce con un ligero toque asidrado.",https://www.labirratorium.com/62-large_default/lindemans-framboise.jpg,Lindemans,"{'Estilo': 'FRAMBOISE', 'Origen': 'Bélgica', '% Alc.': '2.5\nBAJO (2.5-4%)', 'Otros ingredientes': 'Frambuesa', 'Volumen (cl)': '25 Cl', 'Tipo Fermentación': 'Lambic (Fermentación espontánea o salvaje)', 'IBU': '0-25 Amargor bajo\n12', 'Color': 'Rosa', 'Envase': 'Botella'}"
22,lbt_23,Achel Brune,2.75,Belgian Dubbel,"Ale Trapense.De un color caoba muy bello y una espuma beige bastante abundante. Es una cerveza elaborada con una perfecta unión de sabores a frutos secos donde el alcohol casi no se nota y con aromas a caramelo, pasas y uvas.",https://www.labirratorium.com/12481-large_default/achel-brune.jpg,Brouwerij der Trappistenabdij De Achelse Kluis (Achel),"{'Estilo': 'DUBBEL', 'Origen': 'Bélgica', '% Alc.': '8\nALTO (6-9%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '0-25 Amargor bajo\n24', 'Color': 'Marrón', 'Envase': 'Botella'}"
23,lbt_24,Laugar Ziztada,5.7,Session IPA,Session IPA  de 4% ABV suave y muy lupulada. Elaborada con maltas de trigo y avena.,https://www.labirratorium.com/10076-large_default/laugar-ziztada.jpg,Laugar,"{'Estilo': 'SESSION IPA', 'Origen': 'Bizkaia', '% Alc.': '4.0\nBAJO (2.5-4%)', 'Volumen (cl)': '44 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada, Trigo y Avena', 'IBU': '25-50 Amargor medio', 'Color': 'Amarillo pálido', 'Envase': 'Lata'}"
24,lbt_25,Ayinger Celebrator,2.25,Doppelbock,"Cerveza Lager tostada de 6.7% ABV. De color caoba y espuma solida. Aromas a nuez, pasas y ligeros toques de café y frutas maduras. De textura sedosa y cuerpo pleno, pero nada pesada.",https://www.labirratorium.com/899-large_default/ayinger-celebrator.jpg,Ayinger,"{'Estilo': 'DOPPELBOCK', 'Origen': 'Alemania', '% Alc.': '6.7\nALTO (6-9%)', 'Volumen (cl)': '33 Cl', 'Maltas': 'Cebada', 'IBU': '0-25 Amargor bajo\n24', 'Color': 'Marrón', 'Envase': 'Botella'}"
25,lbt_26,Pilsner Urquell,1.6,Pilsner,"Cerveza Pilsner Checa, la original.",https://www.labirratorium.com/848-large_default/pilsner-urquell-.jpg,Pilsner Urquell- Plzensky Prazdroj (SABMiller),"{'Estilo': 'PILSNER ', 'Origen': 'República Checa', '% Alc.': '4.4\nMEDIO (4-6%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Lager', 'Maltas': 'Cebada', 'Lúpulos': 'Saaz', 'IBU': '25-50 Amargor medio\n39', 'Color': 'Amarillo pálido', 'Envase': 'Botella'}"
26,lbt_27,Aecht Schlenkerla Rauchbier Doppelbock,3.05,Rauchbier / Doppelbock,"Rauchbier (cerveza ahumada). Lager fuerte de 8% ABV elaborada a diferencia de las otras cervezas de Schlenkerla con malta ahumada en madera de roble en vez de madera de haya, aportando de esta forma un aroma muy especial que combina a la perfección con el dulzor y el toque licoroso de las Doppelbock.",https://www.labirratorium.com/777-large_default/schlenkerla-doppelbock.jpg,Schlenkerla,"{'Estilo': 'RAUCHBIER', 'Origen': 'Alemania', '% Alc.': '8\nALTO (6-9%)', 'Volumen (cl)': '50 Cl', 'Maltas': 'Cebada', 'IBU': '25-50 Amargor medio\n40\n40', 'Color': 'Marrón', 'Envase': 'Botella'}"
27,lbt_28,Flying Dog Doggie Style Pale Ale,2.95,American Pale Ale,"Cerveza de estilo American Pale Ale de 5.5% ABV elaborada con lúpulos Northern Brewer, Cascade, Citra y Simcoe.",https://www.labirratorium.com/238-large_default/flying-dog-doggie-style.jpg,Flying Dog,"{'Estilo': 'APA (AMERICAN PALE ALE)', 'Origen': 'EEUU', '% Alc.': '5.5\nMEDIO (4-6%)', 'Volumen (cl)': '35.5 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': '120 L Caramel', 'Lúpulos': 'Northern Brewer, Cascade, Simcoe, Citra. Dry hop de Cascade', 'IBU': '25-50 Amargor medio\n35', 'Color': 'Amarillo dorado', 'Envase': 'Botella', 'Levadura': 'American Ale'}"
28,lbt_29,Straffe Hendrik Tripel,3.5,Cerveza rubia estilo Tripel de abadía,"Cerveza de color amarillo dorado, con aromas especiados, dulce y afrutados. Sabor a pan, clavo, caramelos..",https://www.labirratorium.com/89-large_default/straffe-hendrik-tripel.jpg,De Halve Maan-Straffe Hendrik,"{'Estilo': 'TRIPEL', 'Origen': 'Bélgica', '% Alc.': '9\nALTO (6-9%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '0-25 Amargor bajo', 'Color': 'Amarillo dorado', 'Envase': 'Botella'}"
29,lbt_30,Chimay Azul 33 cl,3.2,Belgian Strong Dark Ale,"Cerveza de color tostada oscura, con un aroma complejo a tostados, a caramelo, pasas y frutos secos entre otros. Sabor muy complejo como sus aromas, comienza con un toque a maltas tostadas, frutos dulces como las ciruelas o uvas.",https://www.labirratorium.com/87-large_default/chimay-azul-33.jpg,Chimay,"{'Origen': 'Bélgica', '% Alc.': '9\nALTO (6-9%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '25-50 Amargor medio\n35', 'Color': 'Marrón', 'Envase': 'Botella\nLata'}"
30,lbt_31,La Chouffe 33 cl.,2.65,Belgian Strong Golden Ale,"Cerveza rubia belga de 8% ABV, con aromas herbáceos y frutales. En boca, tiene un gusto seco especiado y herbáceo. Final ligeramente lupulado y un poco alcohólico.",https://www.labirratorium.com/80-large_default/la-chouffe33.jpg,Brasserie d'Achouffe (Duvel-Moortgat),"{'Estilo': 'BELGIAN GOLDEN STRONG', 'Origen': 'Bélgica', '% Alc.': '8\nALTO (6-9%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '0-25 Amargor bajo', 'Color': 'Amarillo dorado', 'Envase': 'Botella'}"
31,lbt_32,Weihenstephaner HefeWeizen,2.5,Hefeweizen,"Cerveza de trigo estilo Hefeweizen. De color amarillo dorado, con espuma densa y abundante, cuerpo medio y aspecto turbio. Aromas típicos de estilo, a plátano y a clavo.",https://www.labirratorium.com/12700-large_default/weihenstephaner-hefeweizen.jpg,Weihenstephan,"{'Estilo': 'TRIGO ALEMÁN (WEISSBIER / HEFEWEIZEN)', 'Origen': 'Alemania', '% Alc.': '5.4\nMEDIO (4-6%)', 'Otros ingredientes': 'Trigo', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'IBU': '0-25 Amargor bajo', 'Color': 'Amarillo dorado', 'Envase': 'Botella'}"
32,lbt_33,Anchor Old Foghorn Ale,4.55,"Cerveza estilo Barleywine. De color oscuro, aromas a fruta madura, plátano y caramelo. Ideal para después de comer como cerveza de postre o para acompañar dulces. ","Cerveza estilo Barleywine. De color oscuro, aromas a fruta madura, plátano y caramelo. Ideal para después de comer como cerveza de postre o para acompañar dulces. ",https://www.labirratorium.com/40-large_default/anchor-old-foghorn-ale.jpg,Anchor Brewing Company (Sapporo),"{'Estilo': 'AMERICAN BARLEYWINE', 'Origen': 'Estados Unidos', '% Alc.': '8,8\nALTO (6-9%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale', 'Maltas': '2-Row Pale y Caramelo', 'Lúpulos': 'Cascade', 'IBU': '50-75 Amargor alto\n70', 'Color': 'Marrón', 'Envase': 'Botella'}"
33,lbt_34,Achel Blonde,2.75,Belgian Strong Golden Ale,"Densa, ligeramente amarga. Dulce y amarga a lúpulo, con notas cítricas. Achel es una de las seis cerveceras oficialmente trapenses que existen en Bélgica. En esta cerveza además de la tradición contenida de años elaboración podrás encontrar un producto complejo de sabor fuerte, frutal y lupulada. Una cerveza sabrosa y sorprendentemente refrescante pese a tener 8% de alcohol",https://www.labirratorium.com/12479-large_default/achel-blonde.jpg,Brouwerij der Trappistenabdij De Achelse Kluis (Achel),"{'Estilo': 'BELGIAN GOLDEN STRONG', 'Origen': 'Bélgica', '% Alc.': '8\nALTO (6-9%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'IBU': '0-25 Amargor bajo\n20', 'Color': 'Amarillo dorado', 'Envase': 'Botella'}"
34,lbt_35,Ayinger Kellerbier,2.7,Kellerbier,"Cerveza Lager de bodega sin filtrar, con ligera turbidez y agradable sabor amargo. Como se embotella sin filtrar, muchos elementos naturales como son las proteínas y la levadura permanecen contenidos en la cerveza, con lo cual se puede apreciar toda la plenitud de sabor.",https://www.labirratorium.com/1436-large_default/ayinger-kellerbier-50cl.jpg,Ayinger,"{'Estilo': 'KELLERBIER', 'Origen': 'Alemania', '% Alc.': '4.9\nMEDIO (4-6%)', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'Maltas': 'Cebada', 'IBU': '0-25 Amargor bajo', 'Color': 'Amarillo pálido', 'Envase': 'Botella'}"
35,lbt_36,Aecht Schlenkerla Rauchbier Urbock,2.6,Rauchbier / Lager,"Rauchbier (cerveza ahumada). Lager fuerte de 6.5% ABV elaborada con maltas de cebada ahumadas sobre troncos de madera de haya y madurada posteriormente en barricas de roble en la bodegas de Bramburg durante más tiempo que sus cervezas hermanas, creando un perfil de ahumado más intenso y maravillosamente equilibrado con el profundo dulzor de la malta.",https://www.labirratorium.com/1133-large_default/schlenkerla-urbock.jpg,Schlenkerla,"{'Estilo': 'RAUCHBIER', 'Origen': 'Alemania', '% Alc.': '6.5\nALTO (6-9%)', 'Volumen (cl)': '50 Cl', 'Tipo Fermentación': 'Lager (Baja Fermentación)', 'Maltas': 'Cebada', 'IBU': '25-50 Amargor medio\n40', 'Color': 'Marrón', 'Envase': 'Botella'}"
36,lbt_37,Mikkeller Drinkin in the Sun,3.6,Sin Alcohol / American Wheat Ale,American Wheat Ale baja en alcohol (0.3%).,https://www.labirratorium.com/20420-large_default/mikkeller-drinkin-in-the-sun.jpg,Mikkeller,"{'Estilo': 'AMERICAN WHEAT\nSIN ALCOHOL', 'Origen': 'Dinamarca', '% Alc.': '0.3\nSIN ALCOHOL (0-1%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Trigo, Pale y Cara Red', 'Lúpulos': 'Amarillo y Tettnanger', 'IBU': '25-50 Amargor medio\n37', 'Color': 'Amarillo pálido', 'Envase': 'Botella'}"
37,lbt_38,De Ranke Kriek 75cl,13.95,"Cerveza lambic estilo Kriek, con cerezas naturales","COMMERCIAL DESCRIPTIONKriek de Rank is real Belgian sour ale fermented with cherries and then blended with real lambic. It is unfiltered and unpasterized. The de Rank brewery was founded by two good friends; Nino Bacelle & Guido Devose. To them, brewing is a weekend hobby, not an occupation. For a few hours every week they make small batches of what many consider the best specialty beers. Their beers are robust and flavorful. They use the best Hallertau and brewer’s Gold varieties of hops.",https://www.labirratorium.com/1298-large_default/de-ranke-kriek-75cl.jpg,Brouwerij De Ranke,"{'Origen': 'Bélgica', '% Alc.': '7', 'Otros ingredientes': 'Cerezas naturales', 'Volumen (cl)': '75', 'Tipo Fermentación': 'Lambic (Fermentación espontánea o salvaje)'}"
38,lbt_39,DouGall's Raquera,2.45,Pilsen,Cerveza rubia ligera estilo Pilsen de 5% ABV,https://www.labirratorium.com/9072-large_default/dougall-s-raquera.jpg,Cerveza Dougall's,"{'Estilo': 'PILSNER ', 'Origen': 'Cantabria', '% Alc.': '5\nMEDIO (4-6%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Lager', 'Maltas': 'Pilsen', 'Lúpulos': 'Sterling y Sorachi Ace', 'IBU': '0-25 Amargor bajo\n25', 'Color': 'Amarillo pálido', 'Envase': 'Botella'}"
39,lbt_40,Trappistes Rochefort 8,2.9,Belgian Strong Dark Ale,"Cerveza color marrón rojizo, aroma complejo afrutado, herbáceo y un poco amargo. Sabor dulce alcoholico y seco.El regusto es largo, ligeramente amargo y seco.",https://www.labirratorium.com/93-large_default/rochefort-trappistes-8.jpg,Rochefort,"{'Estilo': 'BELGIAN DARK STRONG ALE', 'Origen': 'Bélgica', '% Alc.': '9.2\nMUY ALTO (+10%)', 'Volumen (cl)': '33 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada', 'IBU': '25-50 Amargor medio', 'Color': 'Marrón', 'Envase': 'Botella'}"
40,lbt_41,Tripel Karmeliet 75cl,6.5,Tripel,"Cerveza de estilo Belgian Tripel con 8.4% ABV. De color amarillo oro, contiene tres cereales: cebada, avena y trigo. El aroma complejo herbáceo y especiado, cítrico, albaricoque, y notas de especias (clavo). El sabor es herbáceo, especiado y cremoso..",https://www.labirratorium.com/92-large_default/tripel-karmeliet75.jpg,Brouwerij Bosteels (AB InBev),"{'Estilo': 'TRIPEL', 'Origen': 'Bélgica', '% Alc.': '8.4\nALTO (6-9%)', 'Volumen (cl)': '75 Cl', 'Tipo Fermentación': 'Ale (Alta Fermentación)', 'Maltas': 'Cebada, Avena y Trigo', 'IBU': '0-25 Amargor bajo\n16', 'Color': 'Amarillo pálido', 'Envase': 'Botella'}"
