date,id,inds,acidez
08/11/2018,169,9.51,0.26
08/11/2018,170,10.1,0.41
08/11/2018,171,15.94,0.39
08/11/2018,172,15.94,0.39
09/11/2018,174,13.5,0.3
09/11/2018,175,14.97,0.19
09/11/2018,176,7.43,0.27
09/11/2018,177,10.74,0.3
09/11/2018,178,16.97,0.29
09/11/2018,179,20.66,1.15
09/11/2018,180,13.95,0.32
09/11/2018,181,16.57,0.38
09/11/2018,182,15.42,0.35
09/11/2018,183,12.02,0.32
09/11/2018,184,14.79,0.41
12/11/2018,185,13.1,0.32
12/11/2018,186,13.4,0.43
12/11/2018,187,15.61,0.34
12/11/2018,188,12.86,0.43
12/11/2018,189,10.62,0.25
12/11/2018,190,13.18,0.33
12/11/2018,191,12.86,0.45
12/11/2018,193,12.51,0.29
12/11/2018,194,12.31,0.63
12/11/2018,195,14.39,0.35
12/11/2018,196,13.92,0.46
12/11/2018,197,15.05,0.34
12/11/2018,198,13.18,0.25
12/11/2018,199,8.69,0.24
12/11/2018,200,10.65,0.25
12/11/2018,201,14.3,0.34
12/11/2018,202,16.93,0.31
12/11/2018,203,10.29,0.33
12/11/2018,204,12.84,0.34
12/11/2018,205,12.06,0.33
12/11/2018,206,14.81,0.33
12/11/2018,207,15.66,0.37
12/11/2018,208,11.8,0.28
12/11/2018,209,15.59,0.31
12/11/2018,210,13.64,0.32
12/11/2018,211,14.81,0.33
12/11/2018,212,16.4,0.42
12/11/2018,213,13.3,0.34
12/11/2018,214,14.27,0.34
12/11/2018,215,11.04,0.31
12/11/2018,216,14.18,0.33
12/11/2018,217,12.96,1.44
12/11/2018,218,14.16,0.34
12/11/2018,219,13.64,0.3
12/11/2018,220,10.53,0.35
12/11/2018,221,12.47,0.32
12/11/2018,222,13.04,0.34
12/11/2018,223,10.26,0.33
12/11/2018,224,13.36,0.3
12/11/2018,225,13.76,0.39
12/11/2018,226,17.12,0.31
12/11/2018,227,14.81,0.35
12/11/2018,228,17.41,0.41
12/11/2018,229,13.27,0.3
12/11/2018,230,11.48,0.31
12/11/2018,231,11.48,0.31
12/11/2018,232,13.42,0.36
12/11/2018,233,10.8,0.25
12/11/2018,234,11.8,0.25
12/11/2018,235,13.46,0.29
12/11/2018,236,12.04,0.38
12/11/2018,237,10.01,0.33
12/11/2018,238,13.55,0.33
12/11/2018,239,14.04,0.3
12/11/2018,240,14.5,0.27
12/11/2018,241,13.67,0.24
12/11/2018,242,11.28,0.31
12/11/2018,243,11.87,0.35
12/11/2018,244,14.53,0.34
12/11/2018,245,15.88,0.47
12/11/2018,246,13.06,0.34
12/11/2018,247,10.27,0.27
12/11/2018,248,14.89,0.26
12/11/2018,249,12.26,0.29
12/11/2018,250,8.8,0.32
12/11/2018,251,9.21,0.31
12/11/2018,252,15.31,0.32
12/11/2018,253,12.25,0.35
12/11/2018,254,12.34,0.32
12/11/2018,255,10.89,0.32
12/11/2018,256,16.66,0.37
12/11/2018,257,13.23,0.19
12/11/2018,258,12.8,0.36
12/11/2018,259,13.36,0.27
12/11/2018,260,14,0.47
12/11/2018,261,11.81,0.28
12/11/2018,262,12.54,0.5
12/11/2018,263,13.11,0.32
12/11/2018,264,11.98,0.27
12/11/2018,265,12.38,0.18
12/11/2018,266,15.6,0.2
12/11/2018,267,8.6,0.29
12/11/2018,268,14.37,0.39
12/11/2018,269,13.99,0.28
12/11/2018,271,16.98,0.3
12/11/2018,272,11.17,0.39
12/11/2018,273,17.74,0.3
12/11/2018,274,19.96,1.54
12/11/2018,275,13.59,0.32
12/11/2018,276,9.3,0.25
12/11/2018,277,12.32,0.33
12/11/2018,278,12.13,0.34
12/11/2018,279,12.12,0.28
12/11/2018,280,10.26,0.27
12/11/2018,281,10.75,0.3
12/11/2018,282,12.87,0.32
12/11/2018,283,13.23,0.35
12/11/2018,284,13.96,0.34
12/11/2018,285,8.72,0.25
12/11/2018,286,12.79,0.34
12/11/2018,287,13.56,0.29
12/11/2018,288,12.87,1.48
12/11/2018,289,11.26,1.56
12/11/2018,290,14.47,0.3
12/11/2018,291,13.07,0.28
12/11/2018,292,9.11,0.27
12/11/2018,293,10.95,0.31
12/11/2018,294,10.71,0.24
12/11/2018,295,9.61,1.52
12/11/2018,296,12.25,0.28
12/11/2018,297,14.24,0.32
12/11/2018,298,15.11,0.44
12/11/2018,299,16.73,0.35
12/11/2018,300,12.45,0.29
12/11/2018,301,13.64,0.32
12/11/2018,302,11.34,0.25
12/11/2018,303,15.15,0.32
12/11/2018,304,13,0.33
12/11/2018,305,13.31,0.27
12/11/2018,306,17.81,0.22
12/11/2018,307,13.93,0.29
12/11/2018,308,15.7,0.29
12/11/2018,309,15,0.45
12/11/2018,310,15,0.45
12/11/2018,311,12.64,0.31
12/11/2018,312,12.17,0.27
12/11/2018,313,7.36,0.3
12/11/2018,314,13.9,0.24
12/11/2018,315,9.46,0.29
12/11/2018,316,14.26,0.39
12/11/2018,317,9.4,0.29
12/11/2018,318,12.89,0.35
12/11/2018,319,13.58,0.3
12/11/2018,320,11.17,0.29
12/11/2018,321,11.95,0.31
12/11/2018,322,15.8,0.28
12/11/2018,323,14.18,0.29
12/11/2018,324,17.16,0.3
12/11/2018,325,14.33,0.28
12/11/2018,326,14.25,0.3
12/11/2018,327,14.97,0.28
12/11/2018,328,11.86,0.31
12/11/2018,329,11.86,0.31
12/11/2018,330,12.21,0.3
12/11/2018,331,11.34,0.25
12/11/2018,332,13.88,0.32
12/11/2018,333,13.15,0.3
13/11/2018,334,14.39,6.86
13/11/2018,335,13.51,0.26
13/11/2018,336,11.87,0.29
13/11/2018,337,10.34,0.3
13/11/2018,338,11.27,0.32
13/11/2018,339,15.2,0.27
13/11/2018,340,14.03,0.28
13/11/2018,341,14.33,0.24
13/11/2018,342,12.31,0.26
13/11/2018,343,13.19,0.36
13/11/2018,344,14.99,0.29
13/11/2018,345,13.69,0.31
13/11/2018,346,9.07,0.3
13/11/2018,347,14.48,0.29
13/11/2018,348,10.85,0.28
13/11/2018,349,11.67,0.3
13/11/2018,350,15.71,0.32
13/11/2018,351,11.23,0.29
13/11/2018,352,13.6,0.3
13/11/2018,353,16.24,0.33
13/11/2018,354,11.91,3.85
13/11/2018,355,13.46,0.32
13/11/2018,356,12.73,0.34
13/11/2018,357,12.79,0.33
13/11/2018,358,12.26,0.29
13/11/2018,359,13.02,0.3
13/11/2018,360,13.22,0.34
13/11/2018,361,13.75,0.28
13/11/2018,362,13.96,0.32
13/11/2018,363,12.45,0.32
13/11/2018,364,12.49,0.26
13/11/2018,365,13.3,0.28
13/11/2018,366,16.08,0.28
13/11/2018,367,13.78,0.36
13/11/2018,368,15.02,0.35
13/11/2018,369,14.44,0.24
13/11/2018,370,12.01,0.33
13/11/2018,371,15.79,0.3
13/11/2018,372,14.14,0.37
13/11/2018,373,7.7,0.3
13/11/2018,374,11.38,3.33
13/11/2018,375,13.17,0.28
13/11/2018,376,16.18,0.3
13/11/2018,377,10.46,0.25
13/11/2018,378,12.76,0.25
13/11/2018,379,17.5,0.25
13/11/2018,380,13.76,0.24
13/11/2018,381,10.08,0.29
13/11/2018,382,13.57,0.26
13/11/2018,383,14.45,0.29
13/11/2018,384,13.65,0.29
13/11/2018,385,13.17,0.3
13/11/2018,386,12.28,0.3
13/11/2018,387,11.6,0.27
13/11/2018,388,13.9,0.25
13/11/2018,389,12.78,0.28
13/11/2018,390,7.64,0.28
13/11/2018,391,14.79,0.29
13/11/2018,392,10.61,0.25
13/11/2018,393,11.34,0.27
13/11/2018,394,14.32,0.28
13/11/2018,395,13.7,0.29
14/11/2018,396,14.04,5.57
14/11/2018,397,14.11,0.46
14/11/2018,398,11.91,0.29
14/11/2018,399,13.26,0.3
14/11/2018,400,15.71,0.34
14/11/2018,401,11.56,0.28
14/11/2018,402,11.52,0.28
14/11/2018,403,15.91,0.39
14/11/2018,404,15.32,0.4
14/11/2018,405,13.8,0.29
14/11/2018,406,13.29,0.34
14/11/2018,407,13.29,0.34
14/11/2018,408,13.65,0.3
14/11/2018,409,12.91,0.45
14/11/2018,410,15.75,0.31
14/11/2018,411,13.25,0.39
14/11/2018,412,12.26,0.41
14/11/2018,413,11.51,0.32
14/11/2018,414,13.51,0.35
14/11/2018,415,13.77,0.29
14/11/2018,416,11.75,0.28
14/11/2018,417,12.29,0.43
14/11/2018,418,12.29,0.43
14/11/2018,419,12.79,0.34
14/11/2018,420,12.01,0.37
14/11/2018,421,14.22,0.3
14/11/2018,422,16.18,0.36
14/11/2018,423,19.22,0.31
14/11/2018,424,11.23,0.38
14/11/2018,425,18.47,0.36
14/11/2018,426,8.45,0.38
14/11/2018,427,14.41,0.34
14/11/2018,428,14.58,0.37
14/11/2018,429,15.37,0.39
14/11/2018,430,11.98,0.29
14/11/2018,431,18.64,0.36
14/11/2018,432,12.77,0.34
14/11/2018,433,14.31,0.31
14/11/2018,434,13.43,0.28
14/11/2018,435,15.49,0.28
14/11/2018,436,12.69,0.34
14/11/2018,437,13.22,0.37
14/11/2018,438,14.34,0.32
14/11/2018,439,12.39,0.33
14/11/2018,440,12.39,0.33
14/11/2018,441,18.69,0.3
14/11/2018,442,13.02,5.63
14/11/2018,443,12.72,0.39
14/11/2018,444,13.1,0.37
14/11/2018,445,13.35,0.29
14/11/2018,446,13.19,0.35
14/11/2018,447,11.59,0.34
14/11/2018,448,15.34,0.31
14/11/2018,449,14.05,0.34
14/11/2018,450,12.65,0.37
14/11/2018,451,14.47,4.43
14/11/2018,452,13.73,0.25
14/11/2018,453,12.58,0.3
14/11/2018,454,9.63,0.29
14/11/2018,455,13.43,0.45
14/11/2018,456,16.31,0.33
14/11/2018,457,12.24,0.38
14/11/2018,458,15.81,0.36
15/11/2018,459,11.61,0.24
15/11/2018,460,12.14,0.27
15/11/2018,461,12.31,0.3
15/11/2018,462,12.31,0.3
15/11/2018,463,9.26,0.35
15/11/2018,464,13.47,0.29
15/11/2018,465,11.46,0.32
15/11/2018,466,10.46,0.27
15/11/2018,467,10.53,0.3
15/11/2018,468,10.86,4.95
15/11/2018,469,9.79,0.31
15/11/2018,470,18.03,0.29
15/11/2018,471,12.27,0.38
15/11/2018,472,15.21,0.31
15/11/2018,473,14.46,0.29
15/11/2018,474,15.06,0.29
15/11/2018,475,8.72,0.26
15/11/2018,476,14.17,0.4
15/11/2018,477,10.79,0.41
15/11/2018,478,11.23,0.29
15/11/2018,479,14,0.28
15/11/2018,480,12.09,0.3
15/11/2018,481,12.07,0.4
15/11/2018,482,12.37,0.33
15/11/2018,483,12.37,0.33
15/11/2018,484,13.28,0.36
15/11/2018,485,12.29,0.33
15/11/2018,486,12.15,0.35
15/11/2018,487,10.49,0.29
15/11/2018,488,12.33,0.34
15/11/2018,489,13.31,0.36
15/11/2018,490,14.47,0.31
15/11/2018,491,14.4,0.37
15/11/2018,492,14.32,0.26
15/11/2018,493,13.4,0.39
15/11/2018,494,11.27,0.31
15/11/2018,495,12.46,0.37
15/11/2018,496,12.46,0.37
15/11/2018,497,13.93,0.28
15/11/2018,498,12.53,0.34
15/11/2018,499,14.56,0.34
15/11/2018,500,14.1,0.43
15/11/2018,501,15.55,0.42
15/11/2018,502,13.65,0.43
15/11/2018,503,15.6,0.41
15/11/2018,504,12.95,0.35
15/11/2018,505,12.84,0.32
15/11/2018,506,12.34,0.46
15/11/2018,507,12.98,0.34
15/11/2018,508,10.8,0.34
15/11/2018,509,13.33,0.32
15/11/2018,510,17.1,0.44
15/11/2018,511,12.89,0.32
15/11/2018,512,13.38,0.31
15/11/2018,513,14.1,0.43
15/11/2018,514,9,0.33
15/11/2018,515,15.34,0.38
15/11/2018,516,13.4,0.32
15/11/2018,517,11.59,0.57
15/11/2018,518,15.1,0.46
15/11/2018,519,15.1,0.46
15/11/2018,520,13.21,0.36
15/11/2018,521,14.7,0.3
15/11/2018,522,13.13,0.28
15/11/2018,523,14.78,0.25
15/11/2018,524,13.23,0.32
15/11/2018,525,14.32,0.32
15/11/2018,526,12.84,0.39
15/11/2018,527,14.14,0.8
15/11/2018,528,14.6,0.26
15/11/2018,529,17.73,0.32
15/11/2018,530,13.27,0.37
15/11/2018,531,14.51,0.38
15/11/2018,532,10.35,0.25
15/11/2018,533,13.77,0.28
15/11/2018,534,13.54,0.27
15/11/2018,535,12.81,0.24
15/11/2018,536,11.51,0.5
15/11/2018,537,14.65,0.39
15/11/2018,538,11.51,0.5
15/11/2018,539,14.77,0.35
15/11/2018,540,13.29,0.32
15/11/2018,541,19.96,0.26
15/11/2018,542,10.84,0.32
15/11/2018,543,13.1,0.38
15/11/2018,544,12.34,0.31
15/11/2018,545,13.24,0.23
15/11/2018,546,14.78,0.35
15/11/2018,547,12.89,0.5
15/11/2018,548,12.89,0.5
15/11/2018,549,13.97,0.23
15/11/2018,550,14.3,0.26
15/11/2018,551,14.89,0.31
15/11/2018,552,15.26,0.3
15/11/2018,553,17.43,0.36
15/11/2018,554,15.93,0.41
15/11/2018,555,13.75,0.35
15/11/2018,556,18.45,0.22
15/11/2018,557,12.5,0.33
16/11/2018,558,12.92,0.37
16/11/2018,559,14.18,0.37
16/11/2018,560,12.9,0.49
16/11/2018,561,5.74,0.5
16/11/2018,562,15.71,0.29
16/11/2018,563,12.88,0.32
16/11/2018,564,11.86,0.35
16/11/2018,565,12.85,0.35
16/11/2018,566,11.92,0.31
16/11/2018,567,12.72,0.28
16/11/2018,568,12.72,0.28
16/11/2018,569,13.54,0.34
16/11/2018,570,13.6,0.3
16/11/2018,571,12.03,0.43
16/11/2018,572,12.03,0.43
16/11/2018,573,12.85,0.34
16/11/2018,574,10.81,0.31
16/11/2018,575,15.51,0.33
16/11/2018,576,13.79,0.41
16/11/2018,577,14.38,0.37
16/11/2018,578,15.36,0.28
16/11/2018,579,12.42,0.29
16/11/2018,580,15.28,0.35
16/11/2018,581,11.49,0.29
16/11/2018,582,17.96,0.39
16/11/2018,583,15.96,0.29
16/11/2018,584,12.69,0.28
16/11/2018,585,12.69,0.28
16/11/2018,586,11.05,0.33
16/11/2018,587,16.35,0.4
16/11/2018,588,13.05,0.26
16/11/2018,589,14.58,0.27
16/11/2018,590,14.37,0.29
16/11/2018,591,18.07,0.31
16/11/2018,592,15.01,0.29
16/11/2018,593,13.42,0.38
16/11/2018,594,14.12,0.39
16/11/2018,595,16.3,0.32
16/11/2018,596,14.34,0.56
16/11/2018,597,14.45,0.35
16/11/2018,598,11.67,0.34
16/11/2018,599,14.74,0.33
16/11/2018,600,11.52,0.32
16/11/2018,601,11.84,0.26
16/11/2018,602,14.15,0.3
16/11/2018,603,15.68,0.29
16/11/2018,604,13.73,0.34
16/11/2018,605,12.66,0.25
16/11/2018,606,13.76,0.28
16/11/2018,607,15.74,0.33
16/11/2018,608,12.68,0.29
16/11/2018,609,13.28,0.28
16/11/2018,610,15.92,0.54
16/11/2018,611,12.39,0.44
16/11/2018,612,11.65,0.28
16/11/2018,613,10.85,0.28
16/11/2018,614,17.52,0.36
16/11/2018,615,16.03,0.39
16/11/2018,616,16.8,0.33
16/11/2018,617,11.06,0.54
16/11/2018,618,13.74,0.37
16/11/2018,619,11.62,0.29
16/11/2018,620,14.89,4.23
16/11/2018,621,12.95,0.29
16/11/2018,622,11.43,0.23
16/11/2018,623,15.24,8.36
16/11/2018,624,13.94,0.21
16/11/2018,625,14.74,0.54
16/11/2018,626,18.22,5.53
16/11/2018,627,13.06,0.36
16/11/2018,628,12.62,0.38
16/11/2018,629,19.57,0.5
16/11/2018,630,15.34,0.28
16/11/2018,631,16.16,0.26
16/11/2018,632,13.77,0.34
16/11/2018,633,13.06,0.24
16/11/2018,634,16.11,0.16
16/11/2018,635,14.4,0.15
16/11/2018,636,15.8,0.17
16/11/2018,637,13.89,0.18
18/11/2018,639,13.25,0.38
18/11/2018,640,14.58,0.36
18/11/2018,641,11.55,0.46
18/11/2018,642,15.59,0.45
18/11/2018,643,14.42,0.4
18/11/2018,644,18.24,0.3
18/11/2018,645,12.65,0.38
18/11/2018,646,14.59,0.24
18/11/2018,647,12.12,0.3
18/11/2018,648,12.12,0.3
18/11/2018,649,7.65,0.29
18/11/2018,650,10.19,0.3
18/11/2018,651,11.41,0.34
18/11/2018,652,11.16,0.38
18/11/2018,653,9.57,0.34
18/11/2018,654,12.15,0.34
18/11/2018,655,6.47,0.37
18/11/2018,656,12.33,0.43
18/11/2018,657,10.1,0.33
18/11/2018,658,10.1,0.33
18/11/2018,659,11.32,0.37
18/11/2018,660,14.11,0.34
18/11/2018,661,15.62,0.35
18/11/2018,662,11.37,0.32
18/11/2018,663,14.1,0.41
18/11/2018,664,14.73,0.26
18/11/2018,665,14.48,0.32
18/11/2018,666,18.77,4.96
18/11/2018,667,15.05,0.34
18/11/2018,668,14.85,0.26
18/11/2018,669,16.21,0.37
18/11/2018,670,16.26,0.33
18/11/2018,671,11.61,0.28
18/11/2018,672,11.71,0.29
18/11/2018,673,8.38,0.39
18/11/2018,674,14.7,0.28
18/11/2018,675,15.66,0.31
18/11/2018,676,15.81,0.47
18/11/2018,677,13.91,0.33
18/11/2018,678,16.6,0.41
18/11/2018,679,9.44,0.33
18/11/2018,680,18.29,0.38
18/11/2018,681,12.07,0.45
18/11/2018,682,7.13,0.28
18/11/2018,683,14.53,0.32
18/11/2018,684,14.67,0.33
18/11/2018,685,12.29,0.45
18/11/2018,686,12.57,0.48
18/11/2018,687,13.55,0.31
18/11/2018,688,12.14,0.39
18/11/2018,689,13.33,0.33
18/11/2018,690,12.65,0.48
18/11/2018,691,15.15,0.34
18/11/2018,692,14.41,0.32
18/11/2018,693,15.47,0.27
18/11/2018,694,15.95,0.26
18/11/2018,695,13.02,0.38
18/11/2018,696,14.04,0.25
18/11/2018,697,10.65,0.43
18/11/2018,698,15.36,0.29
18/11/2018,699,14.87,0.3
18/11/2018,700,12.53,0.25
18/11/2018,701,15.56,0.46
18/11/2018,702,13.54,0.28
18/11/2018,703,11.41,0.31
18/11/2018,704,11.35,0.44
18/11/2018,705,14.87,0.41
18/11/2018,706,10.46,0.29
18/11/2018,707,14.9,0.4
18/11/2018,708,11.83,0.24
18/11/2018,709,12.91,0.44
18/11/2018,710,13.49,0.28
18/11/2018,711,11.6,0.39
18/11/2018,712,16.66,0.35
18/11/2018,713,14.62,0.27
18/11/2018,714,14.14,0.38
18/11/2018,715,14.96,0.31
18/11/2018,716,14.12,0.37
18/11/2018,717,14.88,0.32
18/11/2018,718,13.94,0.42
18/11/2018,719,16.54,0.29
18/11/2018,720,13.81,0.29
18/11/2018,721,17.03,0.35
18/11/2018,722,14.68,0.31
18/11/2018,723,13.61,0.35
18/11/2018,724,13.23,0.48
18/11/2018,725,17.55,0.33
18/11/2018,726,13.43,0.3
18/11/2018,727,17.21,2.67
18/11/2018,728,9.57,0.3
18/11/2018,729,13.5,0.31
18/11/2018,730,12.97,0.36
18/11/2018,731,12.97,0.36
18/11/2018,732,15,0.31
18/11/2018,733,11.32,0.33
18/11/2018,734,9.68,0.34
18/11/2018,735,9.68,0.34
18/11/2018,736,14.72,0.32
18/11/2018,737,15.53,0.48
18/11/2018,738,14.3,0.33
18/11/2018,739,15.62,0.4
18/11/2018,740,15.8,0.31
18/11/2018,741,14.86,0.34
18/11/2018,742,14.06,0.24
18/11/2018,743,10.1,0.4
18/11/2018,744,14.99,0.3
18/11/2018,745,12.83,0.27
18/11/2018,746,12.95,0.3
18/11/2018,747,13.17,0.36
18/11/2018,748,14.43,0.39
18/11/2018,749,15.21,0.31
18/11/2018,750,14.98,0.37
18/11/2018,751,14.21,0.34
18/11/2018,752,13.61,0.3
18/11/2018,753,13.32,0.4
18/11/2018,754,14.33,0.41
18/11/2018,755,14.33,0.41
18/11/2018,756,13.22,0.48
18/11/2018,757,8.76,0.33
18/11/2018,758,11.45,0.45
18/11/2018,759,13.16,0.44
18/11/2018,760,11.11,0.37
18/11/2018,761,12.67,0.4
18/11/2018,762,12.61,0.37
18/11/2018,763,12.48,0.49
18/11/2018,764,15.3,0.37
18/11/2018,765,14.08,0.31
18/11/2018,766,12.51,0.39
18/11/2018,767,13.66,0.31
18/11/2018,768,10.41,0.39
18/11/2018,769,10.12,0.39
18/11/2018,770,12.25,0.35
18/11/2018,771,14.91,2.34
18/11/2018,772,14.77,0.29
18/11/2018,773,13.02,0.31
18/11/2018,774,12.71,0.34
18/11/2018,775,11.77,0.29
18/11/2018,776,13.38,0.46
18/11/2018,777,13.33,0.41
18/11/2018,778,13.89,0.39
18/11/2018,779,13.56,0.3
19/11/2018,780,10.99,0.34
19/11/2018,781,13.82,1
19/11/2018,782,16.17,0.51
19/11/2018,783,13.82,0.45
19/11/2018,784,12.42,0.33
19/11/2018,785,12.19,0.4
19/11/2018,786,14.19,0.27
19/11/2018,787,11.55,0.36
19/11/2018,788,16.48,0.59
19/11/2018,789,18.94,0.39
19/11/2018,790,15.51,0.31
19/11/2018,791,9.17,0.25
19/11/2018,792,11.97,0.32
19/11/2018,793,14.06,0.35
19/11/2018,794,15.05,0.38
19/11/2018,795,14.47,0.46
19/11/2018,796,11.35,0.41
19/11/2018,797,14.93,0.4
19/11/2018,798,10.9,0.57
19/11/2018,799,14.27,0.29
19/11/2018,800,14.27,0.29
19/11/2018,801,13.33,0.44
19/11/2018,802,11.68,0.29
19/11/2018,803,14.84,0.6
19/11/2018,804,11.88,0.39
19/11/2018,805,13.63,0.47
19/11/2018,806,16.84,0.5
19/11/2018,807,12.52,0.53
19/11/2018,808,11.18,0.36
19/11/2018,809,13.48,0.38
19/11/2018,810,13.01,0.33
19/11/2018,811,11.88,0.39
19/11/2018,812,13.08,0.35
19/11/2018,813,11.42,0.45
19/11/2018,814,12.02,0.42
19/11/2018,815,13.3,0.36
19/11/2018,816,8.6,0.33
19/11/2018,817,13.6,0.3
19/11/2018,818,15.21,0.37
19/11/2018,819,15.05,0.37
19/11/2018,820,14.6,0.32
19/11/2018,821,14.66,0.35
19/11/2018,822,14.3,5.16
19/11/2018,823,12.5,0.37
19/11/2018,824,14.85,0.37
19/11/2018,825,12.55,0.4
19/11/2018,826,14.88,0.42
19/11/2018,827,14.86,0.37
19/11/2018,828,14.6,0.36
19/11/2018,829,15.19,0.43
19/11/2018,830,14.36,0.48
